epoch,loss,accuracy
1,0.6741867862596103,58.963531669865645
2,0.6336819083412732,62.14971209213052
3,0.616002811061824,60.34548944337812
4,0.5977863888799048,61.91938579654511
5,0.5789813964279151,64.95201535508637
6,0.5457626018056109,67.52399232245682
7,0.5118541265923553,69.021113243762
8,0.4822708130614158,72.89827255278311
9,0.45194097832302377,74.24184261036469
10,0.3997077609132404,79.46257197696737
11,0.36593238380880444,81.9193857965451
12,0.3369655150668753,81.9961612284069
13,0.3067771725905088,85.25911708253359
14,0.2672586660672185,86.29558541266795
15,0.23964830620522878,88.9443378119002
16,0.2021075458797209,90.82533589251439
17,0.20884264714193124,91.43953934740883
18,0.1555453664966019,93.35892514395394
19,0.11809262504481191,94.85604606525912
20,0.13176191853005095,94.77927063339732
21,0.08653712701845194,96.73704414587333
22,0.07185954251683722,97.42802303262955
23,0.08835117314103705,96.468330134357
24,0.04339359332971629,98.38771593090212
25,0.02852822318978456,99.27063339731286
26,0.06976128977098849,97.69673704414588
27,0.06323103222316073,97.31285988483685
28,0.07133008612096996,97.54318618042227
29,0.04639668241600318,98.46449136276391
30,0.017750278298700305,99.46257197696737
31,0.017177902888203336,99.27063339731286
32,0.030459261173757357,99.00191938579654
33,0.04903889488231711,98.1190019193858
34,0.03200397364681114,99.04030710172745
35,0.010769196806039945,99.61612284069098
