epoch,loss,accuracy
1,0.5767984764605034,69.49855351976856
2,0.4880314472971893,75.99807135969142
3,0.4681185185909271,77.75313404050145
4,0.4603683247071941,77.50241080038573
5,0.43767996495816763,78.70781099324977
6,0.4078920825225551,80.37608486017358
7,0.38603853270774935,81.16682738669238
8,0.3567087125124001,82.52651880424301
9,0.33363618447286325,83.78977820636452
10,0.30583883231369463,85.66055930568949
11,0.27236973748701376,87.50241080038573
12,0.2719668752581971,87.66634522661523
13,0.23187869267038455,89.85535197685631
14,0.2234507844578929,90.40501446480232
15,0.21277212587798514,90.95467695274831
16,0.17209823183641607,92.71938283510126
17,0.15077873128579883,94.06943105110896
18,0.13578896360652323,94.62873674059787
19,0.1150595077835932,95.65091610414657
20,0.09402756411127927,96.50916104146577
21,0.08984250448098997,96.95274831243972
22,0.08221005064487832,96.96239151398264
23,0.06410531942709917,97.80135004821601
24,0.06101895503063737,98.05207328833173
25,0.04202653201744441,98.48601735776278
26,0.05493563055287956,98.10028929604628
27,0.050625964041611904,98.33172613307619
28,0.04549785194032621,98.5053037608486
29,0.03768958819300013,98.79459980713597
30,0.03836397110291461,98.74638379942141
31,0.055723065833700916,98.11957569913211
32,0.03909972837626389,98.67888138862102
33,0.033449792161175024,99.06460945033751
34,0.04789709234851549,98.4281581485053
35,0.02307203659580498,99.23818707810993
36,0.02285489245465525,99.2960462873674
37,0.015021497123908796,99.54676952748312
38,0.022273632643080462,99.35390549662488
39,0.03161879644726358,99.01639344262296
40,0.018827252738729816,99.50819672131148
41,0.022420364057058866,99.2189006750241
42,0.017376973342168905,99.5274831243973
43,0.015228328406498426,99.49855351976856
44,0.017460974056054356,99.450337512054
45,0.022220240269012807,99.27675988428157
46,0.02174736975219902,99.32497589199615
47,0.015305606682398698,99.56605593056895
48,0.026963281243962873,99.17068466730954
49,0.018718541409215528,99.33461909353906
50,0.01863486108990534,99.46962391513982
