File name,Original_node,Original_edge,Pruning_node,Pruning_edge,Reduction_node,Reduction_edge
4810f467f03a6d5f1d159c9e38408050bcad9c25c25c69e482995ce48fee67f8.apk,31124,76993,13828,38578,17296,38415
4837b8300db4d6caa3884f145dcea6a1ea7ebe28c62572bf484aefb2187f75fe.apk,24056,43293,8085,18104,15971,25189
492ebc389734747f6ce83bfa4b2f7a9a9253f6951c400f5e9d78381ab8edfde5.apk,49193,110830,24526,61411,24667,49419
49a53fae037b268c453e713a7d35dc34ff2f2b5d1e4cf4cbe804e1cf596c1ffd.apk,111707,252748,26950,76199,84757,176549
4a00f374c0ee3ede5835e81dbe5ed70ba6a7b44e72ec9fa80fa3e73bcdb5d55e.apk,30836,68727,13389,34820,17447,33907
4a944bd426d2f71bd7f14aed0388494d4efddd1e214adbadc0b113c35962ae12.apk,43753,83956,18084,42460,25669,41496
4ac2a8d44481c37e36ccc8f256d9e235a3ab5599d0d80b215644bbade2df7105.apk,35318,76597,12976,36093,22342,40504
4b1375e4c15156bfc37897655ba65a3b2ffe08467f0723253166cf4f9139a745.apk,19794,43967,8728,22341,11066,21626
4b909ce255b12a057a4188c4bf3ef484264bbe29127c9645737d7c5992c1a3bf.apk,31952,58562,12904,29508,19048,29054
4bb1fc4d18cba8f3be066231962f974470ab430c65e3f6f4e69a0400faad4328.apk,62769,135867,26840,71961,35929,63906
4cfc3d47273119e9781481aa9bd0dc895ebb6854b524150d72fc0964e5c99ea4.apk,72808,168857,26655,81222,46153,87635
4d8422d4bfcc0ed6f8747a4fc15ce12a80d78877495f2f8ddc4a4adf63e253cd.apk,58318,119124,13855,35520,44463,83604
4de23bc36ddac6ec748b9f3a4ee1d46c6eab98fe2a332dbe5094f87789f750ad.apk,78706,177870,34252,96287,44454,81583
4de26113579105c80c3638909ae7d9233b664f0bb79166776e62436882405607.apk,62977,128723,18979,47222,43998,81501
4ef4299bd70f1f72fb4bb916cb57e3ba8af34fccfe7779a005219e81bee86f60.apk,47742,98211,20575,50463,27167,47748
4efee444ade5392c6688baade6b9d78c9d41f864860f84d784c821d5849c7f08.apk,17741,42395,10684,30251,7057,12144
4f78786725ed2115130929cf167970b59a41c777d7ee674d9a74b0cea703502f.apk,44559,91756,17324,43624,27235,48132
4fa1de5f583b46d858a4ad900c6445ed41c8ea4c162f6e52e3e78119828a1ce1.apk,29176,62526,14137,35960,15039,26566
4fb9122c5b222dabbcbd758751f5e40e9de45054a1ba901fdf07ece7d8f264fb.apk,81849,207994,39634,129468,42215,78526
4febdc88b8f4bddd45414d002d5566f86cd5610203eccb4d3f3ef6e76b04cf61.apk,38387,75497,16189,40120,22198,35377
4fed1c850130157a538fecbc235455eb19309a0b54b5324418983e40473ab412.apk,18646,36440,7815,18726,10831,17714
5047fea5605f998531ebb2760646d60811caeca05685cf9dc99369d3ee086adb.apk,857,1150,482,626,375,524
51274cd41bbea2cd0cb8e836dac8b65fafcddd9699b449387051c191b68cfaa8.apk,5118,7619,2175,4397,2943,3222
5180f1592412c08b79bda89c5f7ea0924a5b15974ff5f087b90754dc43bc05da.apk,38674,73167,11360,28622,27314,44545
51c2fd1208341069c0e0bdcd039cee77683f5b384e1ab53d9e1d7d008733fbed.apk,50007,118210,25024,71498,24983,46712
51d6e93bda110a3ca6ea0edb0cc8ed1bc8412612bf6962dadf7046d10dfc33b3.apk,30130,52072,11916,24757,18214,27315
51f9a0f4ef2138af4a5318233d1dcf89fcdb8ae88b05a467f10db94aa11e8198.apk,63868,145895,30608,84492,33260,61403
539ad3b8dc1b2685e675c9111b69cd4e9e7b2eef576f520e9df2d3cacf8bc14f.apk,52230,101885,17472,47122,34758,54763
5435cd12276138d7870a188e687194e50678498c4004fa1c1df1b1d6cd669b2c.apk,26801,50510,11217,26994,15584,23516
54b88b759c2c9fe8655e04ec3a332a051bab3878808f7f92beda7704f8afb601.apk,65965,169667,31844,105040,34121,64627
54c5647ecbf3b989a2c055889b7686fee0a913a823f77d424fb5aecad743ab4f.apk,18038,43188,9357,26114,8681,17074
54ec7f11b865871b72b54d9294e954aeb1764da308d3c547c3ae95549dae6ec0.apk,58259,123892,19936,46281,38323,77611
5552e82464b23321a42e55250aee64b2c7bed70db7e5047c9875040127ffc3d2.apk,78871,182046,34341,95974,44530,86072
556a2cd7d09fd3cbffa08aaa86cc9794a9793c5f73d1aa06ce50ba228cfce966.apk,47653,96280,14295,36780,33358,59500
556f46a088d6f7f273d5a04e471709ba15385d487528d5444d328e002575fca2.apk,71854,168458,27974,87300,43880,81158
55fcadcb5c8dc84afbea79da1d5216da2fce396df701a06272a2d3224cf11ccc.apk,55843,113235,17994,45905,37849,67330
561ab2078a47fe3cdcb1750348af63b639015fc4cc2a18208bc572318f47f341.apk,31161,77093,13850,38665,17311,38428
563b8752f16f82dc7869571473a72e2e8bff9011e9badc312629ffff8fca18f3.apk,14097,23361,5835,13620,8262,9741
5666fe4aaf92c7e3bbfe4f3f5c53e9014dd62ba0c7143a42ee8a92ee05a9d30a.apk,27079,49736,9158,21364,17921,28372
56c2736d708dec673a8a4e436d0a355648d3b450d63e54b20b21df0f868deda0.apk,54641,109444,18183,49875,36458,59569
56dec970952d32f3294e47164e6331167878769d15dd36b2c7e709143455ef8b.apk,51054,98658,21021,49912,30033,48746
575ace8cf94c066c6e9fb2d862844b743b9b48fb2eda107502273d893300e3f3.apk,61887,130000,21767,56797,40120,73203
5781c99666bb666ed446594274b9011521971b8112dc21f3f623bf5ecce77fc4.apk,23194,45788,10971,26187,12223,19601
584de4b65fdb16ee5393da1ee014cf00893962229fabdec23caa2a16feaff004.apk,32295,71524,14252,38069,18043,33455
58597ae70d72dd8913892c62f6d399ad7b14e7f71d81f1246a87c49e3ed90294.apk,24983,44149,7701,18112,17282,26037
589909d4e2d67a1440d74c47ea802ed9c7ee6e85beb93e4112bb4128bd5d7384.apk,62123,131678,27633,73099,34490,58579
58b1aa3c00dfc3732fdeafbfe7cac0237a25119b3f24c3b16153b9749bceeb47.apk,63412,128799,22621,57038,40791,71761
58de1b471e216e16062f1a2c69a471f355a9af115cdbd5d34ead7e09cd907b0a.apk,25186,46070,12897,29287,12289,16783
591545cc0e46113d473924680aa348da366431dca0ea511799094aff6577a40e.apk,30911,56241,10166,25333,20745,30908
59c8d41a293bdda54519b19a8601eb76db8401fa41e1e228f2aa91d9f3db64a2.apk,44281,83426,12368,30322,31913,53104
59dd7287f314a46ff6c227bfecbd5082d44751cd73e05815156fd1e44b657dbc.apk,60406,131244,28821,74013,31585,57231
59e179483eab9db5a40774c8753752dedef4931fb05d09b6fa107d09618b4ddf.apk,39017,76990,16250,40075,22767,36915
59fdab84cd59dbe44bc33840fac48efa937fba77d484a06869c7a5e122dc1ace.apk,104634,218979,34798,90463,69836,128516
5a394b7cd14745927e66d20f10a100ee4d2d5eb69ed2dcb5784f6f737f98204d.apk,35856,76792,17301,44159,18555,32633
5a6d4ac1f8955a748852462ab0eda2713ad978420ce048b7f303e0308b90e169.apk,68787,158284,19792,52603,48995,105681
5a7d2f108b179bd88920bc580bceb955b3df178109a8ab49b0396055aed2731d.apk,111883,211380,29467,79822,82416,131558
5ae65c144850347cbacbbb05c820c073bbde9850051a6cf85161c6573416e870.apk,36725,77217,14484,36607,22241,40610
5cd86a7c2ae9a5f68da4a598580c9f0866858c124d22889b63ed3fdb6a8748ce.apk,96277,191314,33466,85620,62811,105694
5d200706fcfcb7b719ed9b16efbf0177b41a3951380183289b2e000e5d724daa.apk,33331,61312,9865,21444,23466,39868
5ea0832b2dd21dfa6cae4a128fc86261c8da89c19352c0e62b04172a4eea1792.apk,31472,57428,12270,27556,19202,29872
5f4f0077392220cde7971f34ced31f5d8cc5a2a2b3d1b11f0eaf27b9d180cf1b.apk,43753,83956,18084,42460,25669,41496
6104d09e785830fa0effd066d9a0c55a64ace367d90705178fdd0af1dc9cec11.apk,18174,41041,6377,17311,11797,23730
624831a3bdc567f6eb60370a554823dde9ea4bcda2dbcea7fb7afad23f1e4ff4.apk,41943,82768,12543,36095,29400,46673
62d89cb84d00962f41f34153f7df0a81920316d1a8d39c46e2bbc57ccba31c21.apk,79404,188359,39504,113426,39900,74933
637e67368ae9768d74fd1963d60469423ddc4eed0b4be6da86046c165809c714.apk,40600,92365,16795,45868,23805,46497
6397dd718e7b172dae36df2756f90acf4043308c689eb7d82bdbb8a17d28666a.apk,10965,16909,4153,8324,6812,8585
63acd80f8e6db1d15247fb4331cdd67a43fa06c193fd57662d79ff783e2fd488.apk,58108,121100,20741,56503,37367,64597
63fb07d1b12526e73f1beb71a3fc19b819c54e3c86b74484f5d2f918dd48d5ea.apk,38656,73128,16400,38447,22256,34681
64d92bd822454aca22122782ef9031137940cea03d7107ad1dc13be97129834c.apk,29489,52452,11583,25729,17906,26723
6542ae5da38d87d31105abfc369896a99b6bd11d6a90287882ac2c2c7f93dbac.apk,76361,161190,25097,69197,51264,91993
661a45bed5e39403b59bbad055b77cc4c936bf121ea0ed7132f9cc89241ba4ed.apk,8097,16140,4776,11422,3321,4718
66e85cddf49345d08374acf144f6d6f6234354adf90b30da2500da23f0d6c19f.apk,9315,13771,3767,7240,5548,6531
673cfb6b7f1dc3bd55e06bb60d75fefc848f3c909a06ffaa5474184605f9c31d.apk,47794,112646,22636,64648,25158,47998
67963243176dd77d0b0542d7e0197cf2189a86afd4f9f2fd1746c55e7d216c46.apk,61078,141274,26556,75100,34522,66174
67bbc3ad832c4c56bd34684fae9b31966a59a051531490698edbe390e4b5b66f.apk,53926,107935,18776,45045,35150,62890
69d6066d4094f849220a3f47d528ae5913a254414bcdee9a8e52ee5de2adfc52.apk,131974,300905,43296,124087,88678,176818
6a88a7b54c4df9e3a3ddaa023ddfd65986a607f9316aadf80d4ac04499d1d970.apk,44203,86874,17371,41819,26832,45055
6b92eebcb8157f85edc2972ab2cbd39a7fe52857be5d1ca7ef937de4fbf008bc.apk,58018,113271,18307,48465,39711,64806
6c0f0b4cf2d737db675e34c788b9e3771a4cca6e08d30532b935b5eb13d64187.apk,30181,58115,8539,23966,21642,34149
6da9f0d9590d977591a5bdd64a08dfbd81a61e7236d4b02a3de5b4bf521df749.apk,48589,106673,23188,60103,25401,46570
6dd491e6d6a677d3dd2a6ddd6f6eabc331e9d2659e866b3f7fafbbf16425b47f.apk,67611,142386,28127,74545,39484,67841
6e1db23fa427fe4bc7de829b7b7388f7babca9afd59a817bed111b0c56a1cd55.apk,66898,156677,28375,77351,38523,79326
6ee1f71b2cec5e480dc5c461417d5403eebd5add83f6d4b984a4dbd13f8a72e6.apk,48373,94203,13670,32922,34703,61281
6f5c0ce74e45698ea926ab67493bb37b59854c5fc800cbe86f55c2bf362a36c2.apk,27871,49979,7129,15862,20742,34117
702400cb32ea85e20e806dee9f9fab2694631e8f08fbc7424a8e51708baeb3bb.apk,64456,139166,29002,78593,35454,60573
7035bd964239f4e9c0016b818d54db79cd34b69a3c5b123fda1d0ef5d2f10f92.apk,60000,136138,25545,73010,34455,63128
70590c28dc44de53868ce55ce080a94d75c0d3b7839479f7518bf9344f1b12c4.apk,43796,77310,16350,37351,27446,39959
70b662bf7c78c555c648bbde22935c569a0bbbab1abf6a2b355e68d42e932210.apk,45878,89875,12912,35175,32966,54700
71bc19794129b3ea8761d860155e0e05b2d9fb574de05072774be119577a5455.apk,41286,78864,14464,33927,26822,44937
72ab2a7babcc91ca8e32e6cdc029a014675e31f1d7ca16d3ebe145f32d8a4cc9.apk,14520,28519,6882,15843,7638,12676
72cbd2edd0036e6a889731a5f10aff09ff5d28bce5b1504b5996cd02c53fc29c.apk,58109,111403,20175,52568,37934,58835
74808891a93822e9357782cff552a0034d58ba17ddea9a3d0dd681ff6447e61c.apk,11944,28604,3283,8521,8661,20083
74c9b56631553f1ef3fc493686b5e667a3e18e0bfcce23708601d091a03dbc2a.apk,64514,123897,22583,59527,41931,64370
74f9d879cddc177e08a9502438edbf10d13738e016e2fb78b53e732cd895582e.apk,29990,53800,11903,26809,18087,26991
7596034313eacc0da7c714392772bc74b4f064fece0d9a7e97da5143c70301f1.apk,49154,95689,17623,42206,31531,53483
76055f3ee0630b48c1fb7cdfa8f65e45154d3c3a463692e261a94161d83c8f83.apk,8197,17837,5216,13004,2981,4833
7644ec5048747e2bc7b321d3e52730b3f5c6c17a2e27a77b0c55152d69b81f09.apk,34703,67650,14613,35484,20090,32166
7648fa6ff9719c278b35df2f21ab372c4f15ed9faa2863e66a240276ba69d447.apk,43256,95770,11730,32403,31526,63367
765b09406e68190309311f59770fae1e1a96f4c58a3b6e948712ff387890f540.apk,41537,81551,11703,33475,29834,48076
7662d09daab41b415cc37d647ac5114474b5b2a14347512dd352e75c71e70e30.apk,77036,155692,29313,77120,47723,78572
777d5634dede78aeaf9348e4675a1f45c9a3930b4d33fc66b7d924ee41d5beba.apk,5290,11140,2373,5666,2917,5474
77e82215ca65bb3c5e773cf83fa2634233922f5b0862a43312e10f8ec202e497.apk,77700,154992,8740,23928,68960,131064
785622cad05f1e0c4a77af299bd13997ebd6ae12a69008d76932793243a674b0.apk,49456,98139,17609,41283,31847,56856
786a66b64a946e9a1e88fdda428d0b82da923e10eb078a047c072fa3327c4199.apk,43506,85914,14300,31682,29206,54232
793e573fa77ffc0ca0bd801e2bdbb1c64f68223eca05ff1601484e268823faf3.apk,62506,130871,23284,56806,39222,74065
7946464050960c29864dd470f7fcfbd58bf7d31cf56674dda7f20a50946e35a1.apk,78673,177618,34212,95987,44461,81631
79a7d2f7d241197a791683e39ac3e19631101117b6a9bd84aec50f13df8a513b.apk,51527,100191,16875,45508,34652,54683
7a7d03e42204e721c8cee773f8771cf3dc5bf9b7db98526c5f62bdbeafbdfed2.apk,58788,136617,26088,69482,32700,67135
7b4bf652c242567ca8992a1ca1ce319987cee5e0bd6de44d8e24318c343f8d90.apk,98444,211283,25464,65243,72980,146040
7d34be6ca0629191e63d836e0e3b8f87a9ea527eaa2326b00b25dff2d0f23a1a.apk,59635,136824,16094,48514,43541,88310
7d742ba848410c4c6d686d5af556e4b3f940cf28c460bd4a06ebc98753bfbd51.apk,73280,171790,28926,82032,44354,89758
7ddc88e45d089bab1b6987c8097f26c42438486074f64078dd03062edfccd691.apk,36574,69613,16087,37093,20487,32520
7de9bc11aef5c5b4f14203d086f6280ecfe2ff719b61b6c5ce18f87b7775f5d0.apk,112547,271885,48543,150072,64004,121813
7e3073a764293f7d8f5241c84191879ebbbdd442b4a621a10a0c88314f284c1b.apk,60977,130024,24058,63334,36919,66690
7e3fe07c91f5606e96b88c0eb4a942f587ae9d474562f5f677e768cdffba4f9f.apk,67688,136197,25272,62152,42416,74045
7ea4691178d9c08d48c5fc228653d434e52e5cbc593b2c746460fd675929a333.apk,28326,48543,10962,23914,17364,24629
7ecea3f804ffecbf3cb91c84105e60deef5248cefe66b04022fe13ba81049741.apk,77796,148982,16102,36885,61694,112097
7fc8076a509d12cab2e2e3c9d534bf71385b7a06f4886271ea27dafebc3500ed.apk,65568,137358,22599,57792,42969,79566
80f40037734cf852d873d3084e6fcee3b9f5f76b07a199df3a6e7d8bf0d04947.apk,63504,121636,22763,58773,40741,62863
80f56728b62e2e92ef0fba8011aacd4d905b05bd507ae640e11c9f76c80ff29c.apk,86019,184999,29077,73775,56942,111224
813631b634310cf3428c2027039b6c7e3e62e01f05ecdba2f609bdce7b5df8cb.apk,64366,136002,23233,59451,41133,76551
8187e72f4d52052c858964f6debca1989323999dc1d06c8703acc6c359c69c14.apk,40811,85044,13597,33635,27214,51409
8188a822626f03726fa01668b105f3e59a90005504e2efe82974598771af2de0.apk,48480,99282,20031,49618,28449,49664
818c2594741f86c79c92882ec28a870d2b1f0dd62cdcd3aeeccce01d1839eb74.apk,38761,84185,9241,20326,29520,63859
81bebcf2abfff6b785eecdb175d1c0c701ee41e93a0811e30e78dd9413f7dd79.apk,42805,93606,4365,12144,38440,81462
81f08eb36663383d9df84b87891a8f5a6a721a2b5b9294ab308349ae56b3c855.apk,35153,70699,12336,31116,22817,39583
820823072e8daaa804d9dc0a42275bb11a48ec06ad6502f4543a2291b2872c76.apk,82365,171835,32465,83908,49900,87927
8307a3ace69b1f8b76bdc9ca4ae1f519c86d863fd4a82d19d498c5e14bdaa1de.apk,31613,56438,12090,26713,19523,29725
831ff9073ae48ce9e84f090f07ee9d17a44594c4617767c9e3c778fbb8b8c8da.apk,81755,176081,26521,72470,55234,103611
83441ebd65966cb452167318568a35611f8a247f21f3bdc2243a90340ad7dec5.apk,102957,229541,41254,113208,61703,116333
83862fec56257e220e0b38bfdcbcf25e7607500a7a87d768872f3cd5f129cd2f.apk,39169,81975,11949,35912,27220,46063
857da37a6a1a75b7cad2d0dfa8342d1b6e75ad04c7b3ed9c56d7debf7014c2e5.apk,35496,70307,10240,29073,25256,41234
858ca4af719c4d651e6a7b6ec709e3a5cc5a89f345e80840906f6dd1ca52a07e.apk,15055,33092,5910,15052,9145,18040
8596b16d9ad07570e3d2f471874dc8687023d43c864b43ae91718d6499c01d01.apk,34408,69428,7309,19097,27099,50331
85a240a9fe7eb90a6d1e8f5642122cc836042a8189c406f803413ae2f00ae98e.apk,60169,128801,21880,55071,38289,73730
8642fb0111f51301b3383c4a549c78701deb6022b826ebdb8dbed5452c236868.apk,32985,67153,14547,35403,18438,31750
87e2beb6848773acff63bb4dc07d12478796eb6e5ebd9101a960106fb0bd3f02.apk,51195,107030,18058,46292,33137,60738
887224348b110001ddce3a9ebe50407a6a9fb29fb893a0ed18c9f7061cd501ed.apk,34056,72993,17997,44822,16059,28171
88c7bcf6e52177091934f157c50fd7ee653c1fac6725662c721dca937dccafcf.apk,46715,98110,19894,50141,26821,47969
88d0c604e538001b50946a56e0cbfde635517530699e1d04e7ab236e91c5563d.apk,40125,90517,19644,51914,20481,38603
891c7ce6136cd79d49ff9910a1b0b0e6479906185c8f8c709be24750ad1bad76.apk,59324,115523,13898,32510,45426,83013
8a011c44dc698de21950d2f0c3b64f16aae0df571175ef6fea61729774daaf23.apk,38674,73167,11360,28622,27314,44545
8aee6faf1acd5fb6664c7477048b7a2afda79492360906285f17a347294c5194.apk,54327,120123,16438,40746,37889,79377
8bd98d88e542d071b33a420d9700ba7cc436ecf6fbc1c6f316f3e9249359a671.apk,50703,108028,17505,45153,33198,62875
8bfa0f7b83a484a6ff3be0d6484e73f59e87f14bf23f24463a1876b4caa96d52.apk,60437,139344,26348,78612,34089,60732
8c1adeb6e66f167735b6982d56ba38b2eb7d4263fc483043d6d4e8bb92c6df59.apk,37912,82497,17610,44193,20302,38304
8c2cee6a57b93201ce76e760a795e10ce3850cb1cdee19ea51c5cc9efa56d871.apk,382,658,238,409,144,249
8c5b69e6d4a9af67279ad3e3681f2f68bdd44f4c31d57f63375c58d53f8656f0.apk,22857,43681,10969,27026,11888,16655
8c73bed527db832ac9b3e13ddeee61c0a693da693d6c32ffa05917aa668e2f79.apk,35777,67001,13577,31239,22200,35762
8ce5316a5ddbf984f052ad92ce8b5bc2c8b9f772c719c2c5c1cdcbc7610b1555.apk,34725,65009,13632,32039,21093,32970
8ddc53f1ada8d3e7b8d62d0301434e107c3bc80f4faf645af22a25b36e260462.apk,46715,98110,19894,50141,26821,47969
8ded6320eca1ef8c62bfed148d3a4ddec909ab49838a1f423df447d1445a271b.apk,54156,115447,22347,58839,31809,56608
8e18c9e3722ad1865ed9dfa96cd5aa0919c626cf1b360d672406f16378118076.apk,50353,117467,20611,56884,29742,60583
8ec51015e4bb1842cb2eb6da8fb437f47d97d8b979fdca32e5b9a0359ff91c37.apk,23222,48584,11419,27994,11803,20590
90876c73cf615d4661925a80eedd2bbee37c7d36cc1e4502f8a8ee4de10e0c94.apk,41711,82874,13732,35705,27979,47169
91134161f8a669adf4b71520b241fe102a3143b5f6aa96a5cbf6ed3e4d92b6cb.apk,77277,175757,33167,93302,44110,82455
91880235d00c64ef1c5a843613f8ac6412a3a4fb4bb9abb9f084e7c2da8bd87b.apk,27881,48417,12386,26952,15495,21465
91cf5bb3cbf359cf20be97f53c601af05eb38f18a747b81f6ee1c462eac2d70e.apk,58726,126042,13328,31020,45398,95022
9270fc9b891354bfa981bfff90ef3c28ce1f41adddf058e176f2501e83ce103c.apk,45454,89311,18949,45112,26505,44199
92eba4724f2afa4e6a1c06181393647a2cb8429c9c14b84f71518e3e04381c3b.apk,18032,36748,5893,14930,12139,21818
932e8507c86906f429ce953aa00447b7f6e62389e70a85d6c0b9e915644b8585.apk,17005,32357,8262,18300,8743,14057
93661cf791608043faf3fec0c38713df40d3c7250512efeb320db84822e70f5b.apk,60314,114430,17926,43759,42388,70671
93e9ec33cb4d4870712c0a9faffa2e9bdd6796263b2968016b0b3937cc25fe47.apk,71426,162982,35097,101681,36329,61301
93f460d8b2cc431c9f25f9edb2f0f76e36fffaad8261c401a3732cff25c81081.apk,56053,117192,24437,61180,31616,56012
93f9a71de821f8e512754d468fcff0a48a4948b48193ca48a3457b4f45658d05.apk,97056,259920,46818,157727,50238,102193
95d49fbb148bc0bc48e263d85915cc56d44add9ddb97bc90484d5688318804a3.apk,1208,1622,699,947,509,675
96083e5b9a58be4e3b21ddb802400b8190f57a8f700453824d189e369e01c536.apk,51328,115056,21492,54659,29836,60397
96c2332139f07496de0e0f14ca0068b52aed6e72639cf96088a0a50dc6e15ddb.apk,56314,108679,19334,51513,36980,57166
97427bc8419b8b97d9f54fc97a03153268c0b5d5ce687f82148ff56b40e69c87.apk,54502,109021,17209,46760,37293,62261
9797d9d36509bf620397bf9810eb61e99338cf1e8af214be414d76fb4d3e44e2.apk,60374,120343,17627,48027,42747,72316
98c5167fe9996fc88d2b6972bb8cc78dfa45fa46bd90607748d0fc98c74e989c.apk,17814,31927,8966,19128,8848,12799
995e7da35feb25bfab24cc0f143548b7f25769a4fcbff68404354968a4b7900f.apk,123223,238878,27423,69617,95800,169261
9981bf26b1ecd6a5d88ac0bbe550a4464455cd2dfe5e0677229b392aca626ae0.apk,21740,43300,10223,23624,11517,19676
9a2cd39d21486c1a743e0aec64e2b5cd67b13225f6585a49f07fbe159d1d845a.apk,45541,91504,18114,44150,27427,47354
9a5a3c8e3b2a64e63d5fa59f7b3c20c3ea15c95360c36afca71360823011b1a5.apk,12123,15447,2967,5490,9156,9957
9b288827bbb6857ac91507427d8bdd34a65298ff2efc597ddb8e7d42880ea796.apk,47324,92995,14520,41087,32804,51908
9b3a2be4d39a133954643a392285999bfd34fd53ecf462aa9377f1f3e770e721.apk,101583,213293,36019,90879,65564,122414
9bd41210c0b01d1d23845f9de7ac20ee72b7836f7c6f1318c52cef1d954f35fa.apk,71205,153519,29085,78753,42120,74766
9c876a282159ccd93a339560cda773cb0770428ba9e05ec8cf3c200d210a698d.apk,65071,135389,21087,54111,43984,81278
9d69509eb7da18f0cbe172b03cd990025c83304f3624c3443701d1e716c719ed.apk,71689,162719,30183,87857,41506,74862
9d8c79ea8c401adee63c2fe1d9e84e17bdd87d7367bc5d43dd4907ccf8952cca.apk,38674,73167,11360,28622,27314,44545
9db1497a68fa3879b87b2f970de8419862b1b78c561ac6b895cce77ce563a567.apk,29539,53884,12142,26971,17397,26913
0008b849c70477faf464e80df6c7ea91569f78bd2f13af79924f8b5341a44edd.7a692528cc50707a22b3c47e115f2632,1837,3669,1070,2339,767,1330
0015ae7c27688d45f79170dcea16131ce557912a1a0c5f3b6b0465ee0774a452.1cf660303734c47286ca7b57954ba058,1021,1788,754,1440,267,348
002fb7803cd8c0549bc7eb023458618520a3f0939e6ece1235a296491a7a1383.2839f25511fc886011534b6d2f5bdf2e,2278,4314,1639,3233,639,1081
00325582d7caaf0f36ad333869df444a1aa39326e60745fb3a4137ad268b2788.39f4bbaadd38c8dace20ac88a54eaaa1,10138,31660,7388,26000,2750,5660
00567501fe3517b1bf6b363dd6c4d0972a77c591b0d7c24512db187773f21262.5671499f70946c7e9d22d20e0df899e1,11056,30984,7774,24624,3282,6360
00621e015191863041e78726b863b7e1374b17fda690367878d1272b0e44b232.2573c404acf459c1e11f5124c1a75073,2107,4119,1512,3330,595,789
00847524ec1e69b2cdd53205cd9725295e87094eeed1567b3efb12191ded24d2.cee04b164ef6cc6a5fe57e32bfb63105,1707,3521,1297,2949,410,572
00d314b2122eb6ad4241bd8e0ba3ff7548607e35c808330fc102848e3258f151.83b960675682705f94464fd7e26def55,4056,11069,3198,9335,858,1734
00f11f51a89f2487a112ddebc079757933ed5d49104febc09eabb86c91b69433.7d48486301a60e0187ed980361f09c1e,9160,21757,5368,14570,3792,7187
010a4ab33a4353415acba5874c979166f96f3c12437b267f0b1df359060f40f2.b1d02d38dbbee8c72633680f74d4ef3d,4011,9102,2816,7130,1195,1972
0149b02468a8e582d76a7ad5094c15a4a07f4f08361ba5b539702d77babfbbc1.db78e1e2c3f467c9a9a519c358c9cb32,1161,3018,971,2657,190,361
018096f1e732c91fb315a84ab5d851430c5d2c124a7f8dbb1792cf9606335e41.7eb9b4a2a171b616d6c11050ced9f978,4350,10709,2755,7500,1595,3209
01adc0c415821de5f22ed704816d8902e76133a43c4f5f0f9bca64375b01438f.9bcde5bd7a8a66068bfade06851b2c69,1396,3181,1000,2259,396,922
01ae30aeb15d6b9f9456671a88fb6194133341f9a0c795c7454a0adbefc0dea6.2c3c8ea99d3480f466a1aac4db93c0f1,1605,3211,1198,2597,407,614
01c66a18eaca0c68548d789b1ff61219c710d5b63b0aa294fea4f956a3a17514.7cc3ed14de34f1564bc3bcba132bd167,1921,5807,1570,5099,351,708
01c888061f79a1a48bd1a2d1b7ed7fae6901890b21d663a599b0010b7fc82f65.b5d6c41ef515d96da5befdaff88ae769,4251,6712,1950,4447,2301,2265
01f36832a423c7e082ef45f781aca469e331f09e2d94b54e69ce30491f155788.74a80fd0ad55a3a90be27d9a5c97fc72,6981,13447,3277,8235,3704,5212
01fb68566d199e44353a5045668d544df964bdfe7d5a958852c543eb275af58c.8c2a9f4cc73861ebac4709b26e7e1b21,8443,12757,2496,4384,5947,8373
0205136af07d6b952b908dfbcfe6cf9da68eb4931d4ca34ede9a2f22c3024f19.4556f46edcefe6027df5395dc00dafa2,1162,2823,958,2417,204,406
024e335915472925e5747006677ec01a7874e9775a76d7bf734480093cd1e8ec.02d97e8806fe2971e6f45b10aaeef457,2429,5427,1504,3805,925,1622
0257ebb853503222dc8830b24072e683fabdd8cc2f262798f08694b283b2e01d.27cd8bb6ac8f40ef25adbd703aade9ed,6498,10428,2767,5605,3731,4823
0287892acfbf12493d866d0817591c17a9eab5322563c703ea65d4fad0287c64.5a50e5a84f907fc202c24ad7cff24f58,4981,8260,2314,5266,2667,2994
02f2f8d320f3fffabac5d9d545de1df9278ef9dbc979e51d334961b9ed9a6785.7294784c1ee1020c7fb8cccd0d5b59a5,1409,3250,1166,2821,243,429
0347765164fd020685dd7fa47cee46ff07a80026d80136d81418656cca70d25c.0ea0e2f21ab97a71231ed66a910aaca6,3225,7644,2222,5758,1003,1886
0383375cbfa4767223b130c214d8c3ae10d0918fba8a3771ca43c1f69ee0c053.7078042eab3a6342a934245e49a9d99b,5512,10818,3057,8304,2455,2514
038ac7fbe4655dea630752cf43d5979ec539bb98191d622eb1f754cd43cc6dc5.2a0d01439d0318308a35e5109133c776,1693,4078,1326,3402,367,676
039346899f14bd884f7b9548bd50839c1370bdd078448044abde331cc3759045.67f6d6a51e7b6b90ff839d0fd9be2a9d,1563,3412,1160,2670,403,742
03a738b33ee0760d9f6cb5e88d78867b9d82f4ea33f8392b57a4f508d042605a.b2386c8dc8f5c3c26beabfa5bbb11a3b,5004,6185,1115,2446,3889,3739
03bdf068b140901e9171bd2a5bd728e1227bafbd33c65d107fa2e0970730681b.5e0d297af1626daaeafd693dcbbfa4fb,5606,15449,3765,11457,1841,3992
