File name,Original_node,Original_edge,Pruning_node,Pruning_edge,Reduction_node,Reduction_edge
1e83a89395c3de4d2f0945e21d3fd6a7324538c0aa613836cfbe212c2bc1d145.bb9cc386c03ef72001e3e5d7398462bd,1608,3989,1262,3450,346,539
1eac7abecf8d332eb46c304ed539ce25fc1e7327ad3917986d6beac2774c5110.c1554550e4d5a9ccbad9323acd3c35d0,5056,6554,1326,2924,3730,3630
1ec66993c639c1703e1e708f25e217605ed3debe2dc8a603730aa31d0b653879.6ce9a56a25e8209e1d1e4e4f32a3f0b9,4879,13158,3706,10930,1173,2228
1eec524aaba93bcdeda0cdaa7e20fea8b917e1410391bd8c93efb705f7ef50ba.4e9ecc53b2b43dd9fe3a6c01381a82d4,1605,3211,1198,2597,407,614
1eed87aa70b51454be3e5eb1898633b1b2600db9c102f80630ceda9959b66aae.8a25c66a88a5624073c5fed37a70d9a5,4056,9722,2741,7100,1315,2622
1f1e3caada1e029821bc87a84194aac52077c3d595a444c2990647dc278d88fd.7f39591cdbbc3203860feb28fe71aa02,366,516,245,337,121,179
1f678e2fdf85d1ea03c42a818db71c3bd90aa4774ea725b4dfbf4c3031bb0987.0d32b9d8fdfc5d04b68ea0c005fe756f,9346,32806,7071,27308,2275,5498
1f7c59312e2925ddc19a91f5e9684ec347177d98db32a2316909690fd1667c0c.48cefda68e255507f830da3ab17e350e,1582,2505,982,1796,600,709
1fb67e1524e81cfc2f8285a4b36984a397053a9dde401f19ca06060d3d7494cb.9c5e7e11bc6662e14b35b0cea1b41870,8194,23517,5527,18112,2667,5405
1fb824ac364b812fec36fb79ca3fc314a987a59227999506fe9c40a80b364480.3a8672920182c949eb013e32ad20bceb,12409,17518,3748,8780,8661,8738
2076fb95dfa7ded872a940d3ecbe89575f8e7ee0f61535714ad12121eb5b586b.5db93f97637f75c0c05cb264f29edf9a,1605,3211,1198,2597,407,614
2078504ec8b08425a7edabfc1cbbdbf8d93bba924766a95689be6911644467f8.2d88d3d32a3496a7d63a2e44ecf0330a,3554,7795,2019,5240,1535,2555
209774b9ce8b45ce740963c3dba873bf1106da8cca07d2b84f905a69e61edda0.2f75ff2044e13d4a533977c2772e2ffe,3441,9873,2719,8344,722,1529
209af6b96dbb2a47b2bce1f13119de28f609777577f7c3f75177a47da2df93a0.8ebb2eb07aee36284b8491956ddf07f5,3886,10343,2900,8390,986,1953
20d49f5d19d109b306ec74d26809418b77f1e694464f7e218d05c8135d7f875b.47853b7118cb97d470fb553394fe85a4,1336,3093,1048,2458,288,635
212aa193b9f5a688a650366970c02987c99d07f6b1e50f04c510bfb74f7062f1.27d2ff805885796c6debeb61adafbdb3,1215,2654,843,1935,372,719
213a0abc71295a8d9e2062c1758b9533717f2e6cd79c01841f768e2e8e1f6a0f.33e6fdcb5fd33d0f20b4f4e943bb4990,8560,16111,2484,6252,6076,9859
213c4b1a573863fab8be2c6b79618081cbd4aa32ea81cebf8359ed24a6e1990e.6545ec3a239f73c98e4a8e822d4baa9c,2403,5887,1756,4662,647,1225
21a8486f803f99d866c5d32cc01c124017ceb20f5810fd5f5e55a3858b5b4956.2b133a89d5419f739255269ee85ac371,3225,7644,2222,5758,1003,1886
21afdddb17483af12dd723ddccde8591f48391cad17df40a437ee8602fd9c490.7bb8f27d23c14cb05d470d93c5ccedeb,11931,22700,3913,8920,8018,13780
222c8cc0a23029a527685f2eb049747a2f29e71a29ac62c438923621d70abed1.6fd81ede9355448898d7f60772186a37,14729,39496,9112,28731,5617,10765
224ce041dba78449975c3e15bf92240faea221b0bbd8a08d8d8fb5fec46c5bb6.522895839c276a4db6d73daf96c4e31e,1336,3093,1048,2458,288,635
22670788ea0108e1e205f34e0a039f994bc94f19563b6f09784074b41f61cc53.6cfbd2c546569dc06b0488b90183cf3d,3771,9151,2500,6586,1271,2565
227bbb7282ccbabdc572a9d9b80b7133e24b0f1e1c4b061edc474ff3a8512e68.0bd93e32e74ee7f740ae67b9b4af8a52,1605,3211,1198,2597,407,614
2289c27570fbc03a2deeb57548a3809fc287831c1fa6898d20c20a64509e902d.78d958198046af2f460132b6f68220fa,1445,3005,984,2175,461,830
228eb3562a913b827f11b736b649bfb18ed8b6dc5422f311cfc5ea11e5dbafe0.29edce9fc63c49acee2f7f79dd28dbc0,8887,16102,3412,7774,5475,8328
22e18b1f1e0a533cf1adbb3103b317db0d11a01f223ee1dd9bae979a2dd64151.91bdc5efd5caa45de7feb634b9364c19,5461,7277,928,1665,4533,5612
22f078834a344c4376489b232f4c293ddc439033b3fe80600e187f4bcda746ee.3defd236f0e11c1aca6b70accdc0e905,3787,9149,2419,6434,1368,2715
236d2910f1121d18481b2d3764e3f53bbb6a82d113b87278cb59397b4364b462.a0d7829b2f770f80c3803dedef621fe9,3474,8858,2436,7071,1038,1787
23b6eac012e4c6d762d1b3d5d81b9997bd283906ada8d8dbf7dea1d83437bc09.5d2f588f48f19be37d6af812980c0a46,3771,9151,2500,6586,1271,2565
23bba23d10a6b9b1aaaee39b71c1263927d2c03c5a594ce1d756724179c66ea8.15f806fb48bb5218356f4b6999924bda,8517,5547,320,535,8197,5012
23d9c8cca11abe2cfac4a3efd8b3883edff0eab159dfcb709d7e8f13dd3c94e1.017c8738a84bbf1d64c11d70f8294f37,10762,30847,7694,24626,3068,6221
23e5705347db43a8240247e4f1e65210314a6378b8e52292d1509fbc4ea98817.3e1cb1608a998857f4c6d3ae022fd585,6805,17401,4173,11789,2632,5612
240df2ec4319fd6de14513227ca12ff50510920731ed6cb8485e12ab22eebd54.ab3d9d688611cc98fc5a79d5194f2280,1396,3181,1000,2259,396,922
242a0048497bcbdeb4d1a5a43df08e492bfd42b0b85ff63b2c2a49ad5ea50829.53d002a59ccc235656840ecea7069f8a,1026,1779,725,1383,301,396
243acd265df4d3d7f7ae2b490f843fbe10d1487fe941e6175d4c8eb0f163ddce.35a611f2232e006ce6f3ad83515cbbfd,13328,34729,7917,24399,5411,10330
248e83adcc8f9e963ce8f2e087024a9de445ff88ddf204f322c998b73675fb1b.afbf06e963993b2cfe0f7c859ebbc008,14729,39496,9112,28731,5617,10765
24c0db6794a9ab7ef7fab4ac19b6ae78b81c8c5d35d4966ebbda6a6537d2cca3.013e909023ea7e58e2f02bdc9b64e9cb,10868,26257,6469,17971,4399,8286
24e7e58eaa961d97b7acdd086ae5569a01ea4b8b8eb3945d35eafdc5476b9893.0bbbda935fa6d99c73def8f5e60a3e90,5789,14837,3223,8822,2566,6015
2509688d67b384250a9bee9d2655ad70287cfb5b6c61146a1a58959414f69956.6469c896416681f8c026729964ae89a7,1685,3952,1282,3207,403,745
254fc5e52b1702b2b85fe51234176113696e1cf4d986ac51d83f3911f2f2550d.4b594f388473e8e5b015346ce20b4f6b,5401,12508,3529,9062,1872,3446
257762b21196fbe5189273d7939879144a38775cb0c54994d737516781548948.7fad82ed7853c855103ecb1cfae1af96,382,539,228,336,154,203
257f555c79947ca94cbcf9a864b53f2ae26c371281972c300687dad3262fb2ee.8d6382563936ef37be36fb583a333d40,9485,21363,5264,14916,4221,6447
25be589140f73949124f08759ab5bb57b126396f1401e3bfbfdc5e5c056e0d03.25e35ca260d2ae765cfbe139277fe473,9425,17953,3147,7684,6278,10269
25c4692b0a781878087e909c34447673af41ed27fd8b768db7af84c65c5781b1.6ca0007c7a0a962813204ca167409ca4,1715,4230,1387,3612,328,618
261fc4a8cdce8f1f60f7a370f03808cc55bf556ae11bdf07cc6b251f6e6d17bc.1b065727c372030dc758926d426a6337,1605,3211,1198,2597,407,614
2622bd17d74848af5b176280475b0fb14d599beec8817c3d0f699cf66746eda2.6e96ca47d36b6ee12144e160253c1977,1221,2673,847,1940,374,733
2669b8183b767c0f766a62c5e39e8414befbaa628bd1201630242ede8ed8ef9d.2ef2acbf9dd6546ccc84d9b763a3aa6c,9823,25517,5529,16371,4294,9146
2695549294d72c462009ce710e2c42dbd361cf7ebe1c6c6a5095ded4020fbea9.13fe3f6dbdb286cbed701887f0a9f5c0,414,645,287,411,127,234
270e1de3780abc0bad96cd2700ffc85c6004ed013f88395209670c03b8c7aaca.6e6dd49d7c42e028c68f285e6b347707,193,345,2,1,191,344
272623934fdd7f7c0bd067da679d9b2d392868b59689a38e13728b1bd47a2488.09a29d3c2630dd3cf9cd4689b796e960,1327,2789,985,2136,342,653
27491c3745ab1f2e1150c24d46fbef1822b51a70234374d04bd709cbaaac1170.a5b65fde90c3bff65daad1851e6abb56,3426,9083,2376,6935,1050,2148
276fb0fb8920d7ecd5998e349999eb48cac23b332538fa4234b5be428609de7f.3c294c865dc1bcd3f7ff7e90fbaf96c1,1573,4182,1291,3642,282,540
27baeb54a0d5e1a51ac37b8f41c18179384d20f8d865d8fda779b12b0e26f939.8c4b6654247a6f1e5ddf41660547f710,2174,6228,1729,5331,445,897
27d73afd7f63fd1917e2ec2ea8a3f81ffe4405374944abe079f792b235cb7b45.ba5632ec708300a02fb10be625c7c812,1573,4182,1291,3642,282,540
27e7aeac6774a7d043ed6649c89f02cfb44541023b3d010502984618081f6570.7321694b149ee0dbd211c55405673102,1608,3182,1159,2422,449,760
27f0a1484ace19692681d3f938d161cdbb943edb2452674fb13599be71f9c665.099e59f7d1717c9c114bda3b8dc9cbb8,3782,10113,2856,8502,926,1611
281a86c525b6e4956df8e1274058d6e38667c944c33bc7736ef1e742ddb19c15.4c5ec0de924cdab4b10d2e3c05356d95,9770,18052,3791,8817,5979,9235
2825fde39ef682edb5792e08d84b1ad86d03c9203683a88bf9e3605891dcd0dd.3ad7bb91596d375b77992bca84ebddc1,1962,3852,1045,2102,917,1750
2836b7f65586697351e5bd2a0c6aa93ebd2b0482637bfb10463ec4b55bdae9b3.391aa2a9f2f659917c9f2bc2e0f0d1e0,1462,2682,1051,2087,411,595
285f064246f3738f49c9b4f0173512c85c87fae0cfe2f7917b55d1133a49c63a.4cdf080f621b45b9cb19df54c54db50a,1605,3211,1198,2597,407,614
28acec465a887e7fab0bf9ddcab79892634afabb69f764c2b5f3efd7c8453291.9ca3066de10a89a045ace68f348eb4a8,4730,5638,939,1983,3791,3655
28fb52951bf9cfca8ce26eb02e8970acc357b18e172785f0acc3d9cdd3f9a184.56563dfd00ed7e63ec427bab7c3da5b7,1508,3618,1146,2890,362,728
29873c679c4b023f2ae5335e3fc83b9f43b4647e9f9a7d8c9c6dd5a5baa80fc9.c3b64f9ce63c24b51259da37507ffecc,2069,5046,1648,4344,421,702
2a09c7416fe5ca92b577246ead3c8f00d8f31725d194bc90a6f9cc5fd6e6ad6e.0d93c012d3c49db2c8d7f8ce99bbbe3d,9137,17489,3341,8395,5796,9094
2a1582f742edeb2ba7d0a90c0bf4358643612a38544d13a297c2ea5f6b7d86ce.12e36fb830cddfc73be3620a30e5cd0e,1563,3412,1160,2670,403,742
2a2c35e7b326ca675ce1ad63e5fc5ba1c8350c15718527e61fe4e198c5293e7f.3b84aceb861f5caae20c1a0ca93193b4,4939,12670,2998,8539,1941,4131
2a5a644e4f41759d3b664415107924648260423933f51b70e1bec4061115741a.4b4d66f51912ebd864b8d38f111ee42d,1149,2683,927,2264,222,419
2a6191260385074db57bba5927cd5f84c54d88f661d95de6a49338112c988e7f.7c9267d7be29288118a94131c7af09fe,4547,10736,2815,7463,1732,3273
2a93eb58c737572dd375a36f8a5397140c815dcae05dc80dafaad4b3981a91b6.8da25097549aa7990ffbd9fca86be8db,1045,1862,770,1472,275,390
2acf63821c4e698d4d735228ea7fbe559819ae923e6ddb6ea86658ce8725208c.199c680152aeb29e82d4d315a786e862,3919,10281,2645,7313,1274,2968
2b2ff56bb4de92ad28cc7773c863d5ed3e12b0385f88023d83320ceef71b9f72.8bc4c7639d12395a53a4dd4f3bf4a714,10783,23104,4504,11202,6279,11902
2b5dfd6671cb2765e7232014a48fac75eabed63e52fa13e107baf6405e4b6fcc.6107fecf524b9a005ae70d35a4bda06e,5512,10818,3057,8304,2455,2514
2b9a34bafb8f75bdd70ff7e4739ee376d16c5c63a8393536bdd0dfd1f4fca994.17f16c7387494d6686b26cb165b6a459,1772,4262,1341,3381,431,881
2ba60ed14cf1e50a22bf1888c0ae76f0ed081dbd4c2b3f4a826fffabf85e2bab.af3898a8081ae4b2bccfbdea74ac5bf2,6166,16888,4013,12351,2153,4537
2bb5e30c62e2049ade758cf0375367b02732ce24b4c56bb234b4c4dba3760089.0d32308242b269ed1b4cc322d7eb88ec,1628,3491,1211,2776,417,715
