epoch,loss,accuracy
1,0.6371095725468227,65.98286744815148
2,0.6155125166688646,65.98286744815148
3,0.602081509573119,65.96032461677187
4,0.581709719129971,68.05680793507665
5,0.550649944799287,71.10009017132552
6,0.506030696630478,73.64743011722273
7,0.4527925044298172,77.70513976555455
8,0.4115193315914699,80.63570784490533
9,0.3685975790023804,82.43913435527502
10,0.33813809624740054,84.60324616771867
11,0.29518729256732124,87.37601442741209
12,0.2761246849383627,87.93958521190261
13,0.2501559813107763,89.33724075743913
14,0.22450204182948386,90.50946798917944
15,0.2049340456724167,91.68169522091975
16,0.1943275542131492,91.38863841298468
17,0.15971077701875142,93.16952209197476
18,0.13033786533134326,94.13886384129847
19,0.13474681957491808,94.18394950405771
20,0.1411899528333119,94.16140667267808
21,0.10963247293340309,95.60414788097385
22,0.09502659365534782,96.14517583408477
23,0.07782758648640344,97.09197475202886
24,0.05705642036295363,98.03877366997295
25,0.05512999520371003,97.65554553651938
26,0.0690665319029774,97.72317403065826
27,0.041945326674197404,98.82777276825969
28,0.06181330765996661,97.90351668169522
29,0.034970247948409194,98.91794409377817
30,0.014911820500024727,99.59422903516682
